#V_S	V_OUT
0.0349999999999999	0.106653987066406
0.0351999999999999	0.107187246108857
0.0353999999999999	0.107720505041072
0.0355999999999999	0.108253763866684
0.0357999999999999	0.10878702253559
0.0359999999999999	0.10932028118317
0.0361999999999999	0.109853539578803
0.0363999999999999	0.110386797958145
0.0365999999999999	0.110920056124313
0.0367999999999999	0.111453314220016
0.0369999999999999	0.111986572152258
0.0371999999999999	0.112519829962546
0.0373999999999999	0.113053087697822
0.0375999999999999	0.113586345315632
0.0377999999999999	0.114119602759611
0.0379999999999999	0.114652860076708
0.0381999999999999	0.115186117272379
0.0383999999999999	0.115719374432265
0.0385999999999999	0.11625263126621
0.0387999999999999	0.116785888170107
0.0389999999999999	0.117319144839957
0.0391999999999999	0.117852401276626
0.0393999999999999	0.118385657728399
0.0395999999999999	0.118918914044817
0.0397999999999999	0.119452170220752
0.0399999999999999	0.119985426154315
0.0401999999999999	0.120518682104503
0.0403999999999999	0.121051937853316
0.0405999999999999	0.12158519346271
0.0407999999999999	0.122118448820988
0.0409999999999999	0.122651704184777
0.0411999999999999	0.123184959506376
0.0413999999999999	0.123718214465719
0.0415999999999999	0.12425146937744
0.0417999999999999	0.124784724137127
0.0419999999999999	0.125317978794275
0.0421999999999999	0.125851233237464
0.0423999999999999	0.126384487737534
0.0425999999999999	0.126917741805204
0.0427999999999999	0.127450995871444
0.0429999999999999	0.127984249830293
0.0431999999999999	0.128517503567999
0.0433999999999998	0.129050757247776
0.0435999999999998	0.129584010645021
0.0437999999999998	0.130117264038349
0.0439999999999998	0.130650517146261
0.0441999999999998	0.131183770190685
0.0443999999999998	0.131717023056213
0.0445999999999998	0.132250275799937
0.0447999999999998	0.132783528362846
0.0449999999999998	0.133316780856439
0.0451999999999998	0.133850033108409
0.0453999999999998	0.134383285288591
0.0455999999999998	0.134916537166559
0.0457999999999998	0.135449789023846
0.0459999999999998	0.135983040631764
0.0461999999999998	0.136516292106538
0.0463999999999998	0.137049543499927
0.0465999999999998	0.137582794695106
0.0467999999999998	0.138116045629001
0.0469999999999998	0.138649296539845
0.0471999999999998	0.139182547239935
0.0473999999999998	0.139715797858021
0.0475999999999998	0.140249048149838
0.0477999999999998	0.140782298347621
0.0479999999999998	0.141315548511584
0.0481999999999998	0.141848798342653
0.0483999999999998	0.142382048075507
0.0485999999999998	0.142915297651803
0.0487999999999998	0.143448547002925
0.0489999999999998	0.143981796379256
0.0491999999999998	0.144515045406441
0.0493999999999998	0.145048294207287
0.0495999999999998	0.145581542961721
0.0497999999999998	0.146114791607804
0.0499999999999998	0.146648039892675
0.0501999999999998	0.147181288193859
0.0503999999999998	0.147714536128419
0.0505999999999998	0.148247784013085
0.0507999999999998	0.148781031712911
0.0509999999999998	0.149314279231527
0.0511999999999998	0.149847526628057
0.0513999999999998	0.150380773773608
0.0515999999999998	0.150914020729566
0.0517999999999998	0.151447267689767
0.0519999999999998	0.151980514324969
0.0521999999999998	0.152513760762847
0.0523999999999998	0.153047007005244
0.0525999999999998	0.153580253044789
0.0527999999999998	0.154113498947793
0.0529999999999998	0.154646744709991
0.0531999999999998	0.155179990266406
0.0533999999999998	0.155713235615899
0.0535999999999998	0.156246480880068
0.0537999999999998	0.156779725797656
0.0539999999999998	0.157312970567936
0.0541999999999998	0.157846215249807
0.0543999999999998	0.158379459580391
0.0545999999999998	0.158912703885768
0.0547999999999998	0.159445948097344
0.0549999999999998	0.159979191811868
0.0551999999999998	0.160512435564624
0.0553999999999998	0.161045679086425
0.0555999999999998	0.161578922300738
0.0557999999999998	0.162112165414771
0.0559999999999998	0.162645408355628
0.0561999999999998	0.163178650915277
0.0563999999999998	0.163711893572998
0.0565999999999998	0.164245135844127
0.0567999999999998	0.164778377997366
0.0569999999999998	0.165311619970276
0.0571999999999998	0.165844861615101
0.0573999999999998	0.166378103209282
0.0575999999999998	0.166911344543721
0.0577999999999998	0.167444585607165
0.0579999999999998	0.167977826549922
0.0581999999999998	0.168511067215976
0.0583999999999998	0.169044307826345
0.0585999999999998	0.169577548158958
0.0587999999999998	0.170110788212022
0.0589999999999998	0.17064402805379
0.0591999999999998	0.171177267683563
0.0593999999999998	0.171710507317648
0.0595999999999997	0.172243746583027
0.0597999999999997	0.172776985704341
0.0599999999999997	0.173310224380818
0.0601999999999997	0.17384346305186
0.0603999999999997	0.174376701565144
0.0605999999999997	0.174909939771168
0.0607999999999997	0.175443177820551
0.0609999999999997	0.175976415554405
0.0611999999999997	0.176509653127732
0.0613999999999997	0.177042890450857
0.0615999999999997	0.177576127526664
0.0617999999999997	0.178109364510306
0.0619999999999997	0.178642601232468
0.0621999999999997	0.179175837703626
0.0623999999999997	0.179709073992503
0.0625999999999997	0.180242310021956
0.0627999999999997	0.180775545781412
0.0629999999999998	0.181308781511548
0.0631999999999998	0.181842016809721
0.0633999999999998	0.182375251994282
0.0635999999999998	0.182908486818361
0.0637999999999998	0.183441721520577
0.0639999999999998	0.183974955940783
0.0641999999999998	0.18450819030774
0.0643999999999998	0.185041424149775
0.0645999999999998	0.185574658013874
0.0647999999999998	0.186107891499312
0.0649999999999998	0.186641124924341
0.0651999999999998	0.187174357893166
0.0653999999999998	0.187707590708928
0.0655999999999998	0.188240823377237
0.0657999999999998	0.188774055649579
0.0659999999999998	0.189307287763857
0.0661999999999998	0.18984051972092
0.0663999999999998	0.190373751439144
0.0665999999999999	0.190906982909711
0.0667999999999999	0.191440213887882
0.0669999999999999	0.191973444856945
0.0671999999999999	0.192506675649206
0.0673999999999999	0.19303990610519
0.0675999999999999	0.19357313621072
0.0677999999999999	0.194106366385236
0.0679999999999999	0.194639595958088
0.0681999999999999	0.195172825333031
0.0683999999999999	0.195706054607471
0.0685999999999999	0.196239283599686
0.0687999999999999	0.196772512305791
0.0689999999999999	0.19730574089611
0.0691999999999999	0.197838968943041
0.0693999999999999	0.19837219702846
0.0695999999999999	0.198905424645664
0.0697999999999999	0.199438652052034
0.0699999999999999	0.199971879405705
0.0702	0.200505106192771
0.0704	0.201038333008306
0.0706	0.201571559420944
0.0708	0.202104785604692
0.071	0.202638011548819
0.0712	0.2031712369863
0.0714	0.203704462619337
0.0716	0.204237687563172
0.0718	0.204770912342516
0.072	0.205304137040365
0.0722	0.205837361477063
0.0724	0.206370585476704
0.0726	0.206903809291914
0.0728	0.207437032838892
0.073	0.207970256022831
0.0732	0.208503479010748
0.0734000000000001	0.20903670162934
0.0736000000000001	0.209569924227954
0.0738000000000001	0.210103146449229
0.0740000000000001	0.210636368186588
0.0742000000000001	0.211169589904086
0.0744000000000001	0.211702811134132
0.0746000000000001	0.212236032232381
0.0748000000000001	0.212769252839612
0.0750000000000001	0.213302473500213
0.0752000000000001	0.213835693652666
0.0754000000000001	0.21436891366713
0.0756000000000001	0.214902133252917
0.0758000000000001	0.215435352698107
0.0760000000000001	0.21596857171104
0.0762000000000001	0.216501790471436
0.0764000000000001	0.217035008983849
0.0766000000000001	0.217568227233846
0.0768000000000001	0.2181014453198
0.0770000000000002	0.218634662854514
0.0772000000000002	0.219167880215391
0.0774000000000002	0.219701097390575
0.0776000000000002	0.220234314109435
0.0778000000000002	0.220767530343939
0.0780000000000002	0.221300746675435
0.0782000000000002	0.221833962618317
0.0784000000000002	0.222367178169931
0.0786000000000002	0.222900393422318
0.0788000000000002	0.223433608370165
0.0790000000000002	0.223966823195749
0.0792000000000002	0.224500037319635
0.0794000000000002	0.225033251616506
0.0796000000000002	0.225566465382366
0.0798000000000002	0.226099678730006
0.0800000000000002	0.226632892031334
0.0802000000000002	0.227166104900042
0.0804000000000002	0.227699317429305
0.0806000000000003	0.228232529706525
0.0808000000000003	0.228765741431042
0.0810000000000003	0.229298953098853
0.0812000000000003	0.229832164491762
0.0814000000000003	0.230365375422623
0.0816000000000003	0.230898585991636
0.0818000000000003	0.231431796468588
0.0820000000000003	0.2319650064669
0.0822000000000003	0.232498216276736
0.0824000000000003	0.233031425693962
0.0826000000000003	0.233564634809845
0.0828000000000003	0.234097843431115
0.0830000000000003	0.234631051942486
0.0832000000000003	0.235164260035075
0.0834000000000003	0.235697467715549
0.0836000000000003	0.236230675369881
0.0838000000000003	0.236763882500244
0.0840000000000004	0.237297089189251
0.0842000000000004	0.237830295643202
0.0844000000000004	0.238363501853479
0.0846000000000004	0.238896707725108
0.0848000000000004	0.239429913129191
0.0850000000000004	0.239963118385044
0.0852000000000004	0.240496323068735
0.0854000000000004	0.241029527688295
0.0856000000000004	0.24156273172958
0.0858000000000004	0.242095935591801
0.0860000000000004	0.24262913896969
0.0862000000000004	0.243162341952969
0.0864000000000004	0.243695544740789
0.0866000000000004	0.244228747340985
0.0868000000000004	0.244761949425475
0.0870000000000004	0.245295151196982
0.0872000000000004	0.24582835255348
0.0874000000000004	0.246361553689402
0.0876000000000005	0.246894754290189
0.0878000000000005	0.247427954663257
0.0880000000000005	0.247961154804579
0.0882000000000005	0.248494354283908
0.0884000000000005	0.249027553524798
0.0886000000000005	0.249560752616018
0.0888000000000005	0.250093951131555
0.0890000000000005	0.250627149394331
0.0892000000000005	0.251160347175379
0.0894000000000005	0.251693544786735
0.0896000000000005	0.252226741803476
0.0898000000000005	0.252759938648084
0.0900000000000005	0.253293135092031
0.0902000000000005	0.253826331138994
0.0904000000000005	0.254359526663653
0.0906000000000005	0.254892722208783
0.0908000000000006	0.255425917114025
0.0910000000000006	0.255959111483739
0.0912000000000006	0.256492305748029
0.0914000000000006	0.257025499580565
0.0916000000000006	0.257558693173747
0.0918000000000006	0.258091886207006
0.0920000000000006	0.25862507900796
0.0922000000000006	0.259158271338194
0.0924000000000006	0.259691463092096
0.0926000000000006	0.260224654803283
0.0928000000000006	0.260757845926652
0.0930000000000006	0.261291036996554
0.0932000000000006	0.261824227345367
0.0934000000000006	0.262357417304734
0.0936000000000006	0.262890606977216
0.0938000000000006	0.263423796122543
0.0940000000000006	0.263956985090543
0.0942000000000006	0.264490173521506
0.0944000000000007	0.265023361634601
0.0946000000000007	0.265556549433537
0.0948000000000007	0.266089736679777
0.0950000000000007	0.266622923591594
0.0952000000000007	0.267156110165211
0.0954000000000007	0.267689296270641
0.0956000000000007	0.268222481916352
0.0958000000000007	0.268755667428871
0.0960000000000007	0.26928885234319
0.0962000000000007	0.269822036775309
0.0964000000000007	0.270355220939413
0.0966000000000007	0.270888404599362
0.0968000000000007	0.271421587752117
0.0970000000000007	0.271954770617459
0.0972000000000007	0.27248795307301
0.0974000000000007	0.2730211352306
0.0976000000000007	0.273554316846027
0.0978000000000007	0.274087498147843
0.0980000000000008	0.274620678896908
0.0982000000000008	0.275153859318144
0.0984000000000008	0.275687039287568
0.0986000000000008	0.276220218683759
0.0988000000000008	0.276753398078502
0.0990000000000008	0.277286576652266
0.0992000000000008	0.277819754970518
0.0994000000000008	0.278352932684513
0.0996000000000008	0.278886110502011
0.0998000000000008	0.279419287332493
0.100000000000001	0.279952463888559
0.100200000000001	0.280485639924773
0.100400000000001	0.281018815910574
0.100600000000001	0.281551991127514
0.100800000000001	0.282085165911334
0.101000000000001	0.282618340270602
0.101200000000001	0.283151514186073
0.101400000000001	0.283684687775781
0.101600000000001	0.284217860912198
0.101800000000001	0.284751033465378
0.102000000000001	0.285284205786805
0.102200000000001	0.285817377387905
0.102400000000001	0.286350548744117
0.102600000000001	0.286883719603987
0.102800000000001	0.287416890079451
0.103000000000001	0.287950060176672
0.103200000000001	0.288483229622365
0.103400000000001	0.289016398791043
0.103600000000001	0.289549567295051
0.103800000000001	0.290082735507667
0.104000000000001	0.290615903160565
0.104200000000001	0.291149070500351
0.104400000000001	0.291682237148207
0.104600000000001	0.292215403459052
0.104800000000001	0.29274856931273
0.105000000000001	0.293281734692332
0.105200000000001	0.293814899339172
0.105400000000001	0.294348064006764
0.105600000000001	0.294881227912946
0.105800000000001	0.295414391443765
0.106000000000001	0.295947554455379
0.106200000000001	0.296480716825815
0.106400000000001	0.297013879161963
0.106600000000001	0.297547040702079
0.106800000000001	0.298080201819014
0.107000000000001	0.298613362379607
0.107200000000001	0.299146522362021
0.107400000000001	0.299679682159988
0.107600000000001	0.300212841237852
0.107800000000001	0.300746000100293
0.108000000000001	0.301279158222152
0.108200000000001	0.301812315739661
0.108400000000001	0.302345473014134
0.108600000000001	0.302878629911862
0.108800000000001	0.303411785905942
0.109000000000001	0.303944942025024
0.109200000000001	0.304478096961311
0.109400000000001	0.305011251741533
0.109600000000001	0.305544405972037
0.109800000000001	0.306077559508393
0.110000000000001	0.306610712995712
0.110200000000001	0.307143865508709
0.110400000000001	0.307677017821393
0.110600000000001	0.308210169659173
0.110800000000001	0.308743320633485
0.111000000000001	0.309276471370252
0.111200000000001	0.30980962161331
0.111400000000001	0.31034277121068
0.111600000000001	0.310875920295074
0.111800000000001	0.311409068717527
0.112000000000001	0.311942217003646
0.112200000000001	0.312475364330549
0.112400000000001	0.313008511365942
0.112600000000001	0.313541657832277
0.112800000000001	0.314074804121869
0.113000000000001	0.314607949414749
0.113200000000001	0.315141094114816
0.113400000000001	0.315674238600883
0.113600000000001	0.316207382330517
0.113800000000001	0.316740525836427
0.114000000000001	0.317273668562625
0.114200000000001	0.317806810632728
0.114400000000001	0.318339952449523
0.114600000000001	0.318873093452055
0.114800000000001	0.319406234314687
0.115000000000001	0.319939374338832
0.115200000000001	0.320472513384607
0.115400000000001	0.321005652538058
0.115600000000001	0.321538790946674
0.115800000000001	0.322071928765381
0.116000000000001	0.32260506609663
0.116200000000001	0.323138202526185
0.116400000000001	0.323671338879261
0.116600000000001	0.324204474571343
0.116800000000001	0.3247376097447
0.117000000000001	0.325270744113834
0.117200000000001	0.325803877924597
0.117400000000001	0.32633701119528
0.117600000000001	0.326870144171399
0.117800000000001	0.327403276010064
0.118000000000001	0.327936407820126
0.118200000000001	0.328469538887364
0.118400000000001	0.329002669342618
0.118600000000001	0.32953579902625
0.118800000000001	0.330068928362508
0.119000000000001	0.33060205718593
0.119200000000001	0.331135185211366
0.119400000000001	0.331668312848296
0.119600000000001	0.332201439652883
0.119800000000001	0.332734566052518
0.120000000000001	0.333267692025814
0.120200000000001	0.333800817410152
0.120400000000001	0.334333941788425
0.120600000000001	0.334867065702222
0.120800000000001	0.335400189154597
0.121000000000001	0.335933312113827
0.121200000000001	0.336466434000092
0.121400000000001	0.33699955553061
0.121600000000001	0.337532676674395
0.121800000000001	0.338065796996093
0.122000000000001	0.33859891663449
0.122200000000001	0.339132035856794
0.122400000000001	0.339665154216875
0.122600000000001	0.340198272433357
0.122800000000001	0.340731389761084
0.123000000000001	0.341264506187806
0.123200000000001	0.341797622298642
0.123400000000001	0.342330737755623
0.123600000000001	0.342863852420253
0.123800000000001	0.343396966432023
0.124000000000002	0.343930079913722
0.124200000000002	0.344463192861236
0.124400000000002	0.344996305253598
0.124600000000002	0.345529416776791
0.124800000000002	0.346062527588406
0.125000000000002	0.346595638085616
0.125200000000002	0.347128747830275
0.125400000000002	0.34766185666208
0.125600000000002	0.348194965158168
0.125800000000002	0.348728073007366
0.126000000000002	0.349261180195441
0.126200000000002	0.349794286711514
0.126400000000002	0.350327392235107
0.126600000000002	0.350860497371529
0.126800000000002	0.351393601922846
0.127000000000002	0.35192670559824
0.127200000000002	0.352459808834687
0.127400000000002	0.352992911452606
0.127600000000002	0.353526013465786
0.127800000000002	0.354059114529671
0.128000000000002	0.354592214939833
0.128200000000002	0.355125314843011
0.128400000000002	0.355658413901926
0.128600000000002	0.356191512439661
0.128800000000002	0.356724610103859
0.129000000000002	0.35725770719282
0.129200000000002	0.357790803559323
0.129400000000002	0.35832389916303
0.129600000000002	0.358856994307421
0.129800000000002	0.359390088505696
0.130000000000002	0.35992318237277
0.130200000000002	0.360456275432775
0.130400000000002	0.360989367508783
0.130600000000002	0.36152245888611
0.130800000000002	0.362055549727509
0.131000000000002	0.362588639991741
0.131200000000002	0.363121729376697
0.131400000000002	0.363654817997428
0.131600000000002	0.364187906010407
0.131800000000002	0.364720993556073
0.132000000000002	0.365254079837604
0.132200000000002	0.365787166093033
0.132400000000002	0.366320250873541
0.132600000000002	0.366853335447122
0.132800000000002	0.367386419161492
0.133000000000002	0.367919502307056
0.133200000000002	0.368452584409455
0.133400000000002	0.368985665742556
0.133600000000002	0.36951874695146
0.133800000000002	0.370051827046881
0.134000000000002	0.370584906034545
0.134200000000002	0.371117984837345
0.134400000000002	0.371651062649392
0.134600000000002	0.372184139922949
0.134800000000002	0.372717216002588
0.135000000000002	0.373250291529128
0.135200000000002	0.373783366313398
0.135400000000002	0.374316440651556
0.135600000000002	0.374849513738599
0.135800000000002	0.375382586345611
0.136000000000002	0.375915658306795
0.136200000000002	0.376448729279187
0.136400000000002	0.376981799573
0.136600000000002	0.377514868996991
0.136800000000002	0.378047937877166
0.137000000000002	0.378581005844439
0.137200000000002	0.379114073065905
0.137400000000002	0.379647139513982
0.137600000000002	0.380180205183644
0.137800000000002	0.380713269878349
0.138000000000002	0.381246334076099
0.138200000000002	0.381779397436478
0.138400000000002	0.382312459766509
0.138600000000002	0.3828455215442
0.138800000000002	0.38337858243601
0.139000000000002	0.383911642576295
0.139200000000002	0.384444701779956
0.139400000000002	0.384977760210041
0.139600000000002	0.385510818152568
0.139800000000002	0.386043875106795
0.140000000000002	0.386576931217893
0.140200000000002	0.387109986468942
0.140400000000002	0.387643040845026
0.140600000000002	0.388176094484429
0.140800000000002	0.38870914737488
0.141000000000002	0.389242199508022
0.141200000000002	0.389775250668213
0.141400000000002	0.390308301029643
0.141600000000002	0.39084135072768
0.141800000000002	0.391374398910338
0.142000000000002	0.391907446906757
0.142200000000002	0.392440494006964
0.142400000000002	0.392973540202735
0.142600000000002	0.393506585808058
0.142800000000002	0.394039630140737
0.143000000000002	0.394572673677936
0.143200000000002	0.395105716738519
0.143400000000002	0.395638758783492
0.143600000000002	0.396171799811046
0.143800000000002	0.396704839798228
0.144000000000002	0.39723787939072
0.144200000000002	0.39777091807302
0.144400000000002	0.398303955129909
0.144600000000002	0.398836992271894
0.144800000000002	0.399370028252849
0.145000000000002	0.39990306307132
0.145200000000002	0.400436097370111
0.145400000000002	0.400969130642418
0.145600000000002	0.401502163018006
0.145800000000002	0.402035194312847
0.146000000000002	0.402568225022287
0.146200000000002	0.403101254777611
0.146400000000002	0.403634283736515
0.146600000000002	0.40416731186473
0.146800000000002	0.404700338631651
0.147000000000002	0.405233364889542
0.147200000000002	0.405766390075346
0.147400000000002	0.406299414351655
0.147600000000002	0.406832438058156
0.147800000000002	0.407365460626176
0.148000000000002	0.407898482045152
0.148200000000002	0.408431502826002
0.148400000000002	0.408964522234669
0.148600000000002	0.409497541133608
0.148800000000002	0.410030559301377
0.149000000000002	0.410563576393448
0.149200000000002	0.411096592026839
0.149400000000002	0.411629607230879
0.149600000000002	0.412162621460879
0.149800000000002	0.412695634509034
0.150000000000002	0.41322864706707
0.150200000000002	0.413761658218217
0.150400000000002	0.414294668478622
0.150600000000002	0.414827678175625
0.150800000000002	0.415360686760537
0.151000000000002	0.415893694370552
0.151200000000002	0.416426701004135
0.151400000000002	0.416959706267907
0.151600000000002	0.417492710681968
0.151800000000002	0.418025714576967
0.152000000000002	0.418558717368094
0.152200000000002	0.419091719250571
0.152400000000002	0.419624719816543
0.152600000000002	0.420157719432631
0.152800000000002	0.420690718561337
0.153000000000002	0.421223716130405
0.153200000000002	0.421756713022767
0.153400000000002	0.422289709005777
0.153600000000002	0.42282270372948
0.153800000000002	0.423355697498972
0.154000000000002	0.423888690132301
0.154200000000002	0.424421681959935
0.154400000000002	0.424954672756439
0.154600000000002	0.425487662348724
0.154800000000002	0.426020651222506
0.155000000000002	0.426553639015314
0.155200000000002	0.427086625678393
0.155400000000002	0.427619611390781
0.155600000000002	0.428152596116565
0.155800000000002	0.428685579462344
0.156000000000002	0.429218562340055
0.156200000000002	0.42975154375508
0.156400000000002	0.430284524283608
0.156600000000002	0.430817504050348
0.156800000000002	0.431350482499636
0.157000000000002	0.431883459597094
0.157200000000002	0.432416435875618
0.157400000000002	0.432949411297516
0.157600000000002	0.433482385464107
0.157800000000002	0.434015358548782
0.158000000000002	0.434548330882093
0.158200000000002	0.435081301700657
0.158400000000002	0.435614271716134
0.158600000000002	0.436147240715422
0.158800000000002	0.436680208312445
0.159000000000002	0.437213174834377
0.159200000000002	0.437746140815634
0.159400000000002	0.438279105316111
0.159600000000003	0.438812068653071
0.159800000000003	0.439345030813189
0.160000000000003	0.439877991942167
0.160200000000003	0.440410952421639
0.160400000000003	0.44094391142846
0.160600000000003	0.441476869152152
0.160800000000003	0.442009825943367
0.161000000000003	0.442542781744532
0.161200000000003	0.443075736167848
0.161400000000003	0.443608689953578
0.161600000000003	0.444141642473726
0.161800000000003	0.444674593343819
0.162000000000003	0.445207543484894
0.162200000000003	0.445740492653703
0.162400000000003	0.446273440090059
0.162600000000003	0.44680638669691
0.162800000000003	0.447339332456602
0.163000000000003	0.447872276757366
0.163200000000003	0.448405219748965
0.163400000000003	0.448938162208399
0.163600000000003	0.449471102710932
0.163800000000003	0.45000404261808
0.164000000000003	0.450536981083825
0.164200000000003	0.451069918696729
0.164400000000003	0.451602854828831
0.164600000000003	0.452135789835541
0.164800000000003	0.452668723294925
0.165000000000003	0.453201656166228
0.165200000000003	0.453734587802822
0.165400000000003	0.4542675181981
0.165600000000003	0.454800447115387
0.165800000000003	0.455333374923704
0.166000000000003	0.455866301577619
0.166200000000003	0.456399227054306
0.166400000000003	0.456932151518185
0.166600000000003	0.45746507452896
0.166800000000003	0.457997996262062
0.167000000000003	0.458530916702912
0.167200000000003	0.459063836384657
0.167400000000003	0.459596754289451
0.167600000000003	0.46012967099702
0.167800000000003	0.460662586851874
0.168000000000003	0.4611955012339
0.168200000000003	0.461728414496401
0.168400000000003	0.462261326411219
0.168600000000003	0.462794237162497
0.168800000000003	0.463327146495737
0.169000000000003	0.463860054972466
0.169200000000003	0.464392961580826
0.169400000000003	0.464925867482825
0.169600000000003	0.465458771821582
0.169800000000003	0.465991674584555
0.170000000000003	0.46652457653072
0.170200000000003	0.46705747722688
0.170400000000003	0.467590376421758
0.170600000000003	0.468123274318618
0.170800000000003	0.468656171044942
0.171000000000003	0.469189065995279
0.171200000000003	0.469721960516091
0.171400000000003	0.470254852746839
0.171600000000003	0.470787744721964
0.171800000000003	0.471320634733858
0.172000000000003	0.47185352359923
0.172200000000003	0.472386410843098
0.172400000000003	0.472919297267332
0.172600000000003	0.473452182217272
0.172800000000003	0.473985065233914
0.173000000000003	0.474517947527574
0.173200000000003	0.475050828226238
0.173400000000003	0.475583708125185
0.173600000000003	0.476116585936545
0.173800000000003	0.476649462892932
0.174000000000003	0.477182338092479
